Species,psychrophilic,mesophilic,thermophilic,aerobe,anaerobe,obligate aerobe,obligate anaerobe,facultative aerobe,facultative anaerobe,microaerophile,aerotolerant
Streptomyces griseoluteus,0,1,0,,,,,,,,
Streptomyces halstedii,0,1,0,,,,,,,,
Streptomyces griseoloalbus,0,1,0,,,,,,,,
Streptomyces griseofuscus,0,1,0,,,,,,,,
Streptomyces griseoflavus,0,1,0,,,,,,,,
Streptomyces griseochromogenes,0,1,0,,,,,,,,
Streptomyces griseocarneus,0,1,0,,,,,,,,
Streptomyces griseoaurantiacus,0,1,0,,,,,,,,
Streptomyces aurantiacus,0,1,0,,,,,,,,
Streptomyces glaucescens,0,1,0,,,,,,,,
Streptomyces gancidicus,0,1,0,,,,,,,,
Streptomyces galbus,0,1,0,,,,,,,,
Streptomyces melanosporofaciens,0,1,0,,,,,,,,
Streptomyces lydicus,0,1,0,,,,,,,,
Streptomyces lincolnensis,0,1,0,,,,,,,,
Streptomyces katrae,0,1,0,,,,,,,,
Streptomyces kanamyceticus,0,1,0,,,,,,,,
Streptomyces ipomoeae,0,1,0,,,,,,,,
Streptomyces iakyrus,0,1,0,,,,,,,,
Streptomyces ossamyceticus,0,1,0,,,,,,,,
Streptomyces platensis,0,1,0,,,,,,,,
Streptomyces violaceoruber,0,1,0,,,,,,,,
Streptomyces resistomycificus,0,1,0,,,,,,,,
Streptomyces regensis,0,1,0,,,,,,,,
Streptomyces purpurogeneiscleroticus,0,1,0,,,,,,,,
Streptomyces purpureus,0,1,0,,,,,,,,
Streptomyces pseudovenezuelae,0,1,0,,,,,,,,
Streptomyces prunicolor,0,1,0,,,,,,,,
Streptomyces prasinus,0,1,0,,,,,,,,
Streptomyces prasinopilosus,0,1,0,,,,,,,,
Streptomyces platensis,0,1,0,,,,,,,,
Streptomyces phaeochromogenes,0,1,0,,,,,,,,
Streptomyces peucetius,0,1,0,,,,,,,,
Streptomyces parvulus,0,1,0,,,,,,,,
Streptomyces pactum,0,1,0,,,,,,,,
Streptomyces olivochromogenes,0,1,0,,,,,,,,
Streptomyces olivaceus,0,1,0,,,,,,,,
Streptomyces ochraceiscleroticus,0,1,0,,,,,,,,
Streptomyces novaecaesareae,0,1,0,,,,,,,,
Streptomyces noursei,0,1,0,,,,,,,,
Streptomyces nodosus,0,1,0,,,,,,,,
Streptomyces niger,0,1,0,,,,,,,,
Streptomyces niger,,,,,,,,,,,
Streptomyces neyagawaensis,0,1,0,,,,,,,,
Streptomyces misionensis,0,1,0,,,,,,,,
Streptomyces mirabilis,0,1,0,,,,,,,,
Streptomyces somaliensis,0,1,0,,,,,,,,
Streptomyces sioyaensis,0,1,0,,,,,,,,
Streptomyces sclerotialus,0,1,0,,,,,,,,
Streptomyces scabiei,0,1,0,,,,,,,,
Streptomyces rishiriensis,0,1,0,,,,,,,,
Streptomyces nanshensis,0,1,0,,,,,,,,
Streptomyces viridochromogenes,0,1,0,,,,,,,,
Streptomyces virginiae,0,1,0,,,,,,,,
Streptomyces violens,0,1,0,,,,,,,,
Streptomyces violaceusniger,0,1,0,,,,,,,,
Streptomyces violaceoruber,0,1,0,,,,,,,,
Streptomyces violaceoruber,0,1,0,,,,,,,,
Streptomyces vinaceus,0,1,0,,,,,,,,
Streptomyces venezuelae,0,1,0,,,,,,,,
Streptomyces varsoviensis,0,1,0,,,,,,,,
Streptomyces torulosus,0,1,0,,,,,,,,
Streptomyces tendae,0,1,0,,,,,,,,
Streptomyces sulphureus,0,1,0,,,,,,,,
Streptomyces subrutilus,0,1,0,,,,,,,,
Streptomyces spiroverticillatus,0,1,0,,,,,,,,
Streptomyces sparsogenes,0,1,0,,,,,,,,
Streptomyces avermitilis,0,1,0,,,,,,,,
Streptomyces violaceorubidus,0,1,0,,,,,,,,
Streptomyces coelicoflavus,0,1,0,,,,,,,,
Streptomyces variegatus,0,1,0,,,,,,,,
Streptomyces megasporus,0,1,1,,,,,,,,
Streptomyces decoyicus,0,1,0,,,,,,,,
Streptomyces violaceoruber,0,1,0,,,,,,,,
Streptomyces thioluteus,0,1,0,,,,,,,,
Streptomyces orinoci,0,1,0,,,,,,,,
Streptomyces netropsis,0,1,0,,,,,,,,
Streptomyces mobaraensis,0,1,0,,,,,,,,
Streptomyces lavenduligriseus,0,1,0,,,,,,,,
Streptomyces eurocidicus,0,1,0,,,,,,,,
Streptomyces yokosukanensis,0,1,0,,,,,,,,
Streptomyces yerevanensis,0,1,0,,,,,,,,
Streptomyces xanthophaeus,0,1,0,,,,,,,,
Streptomyces viridosporus,0,1,0,,,,,,,,
Streptomyces albogriseolus,0,1,0,,,,,,,,
Streptomyces longwoodensis,0,1,0,,,,,,,,
Streptomyces atratus,0,1,0,,,,,,,,
Streptomyces acidiscabies,0,1,0,,,,,,,,
Streptomyces platensis,0,1,0,,,,,,,,
Streptomyces carpinensis,0,1,0,,,,,,,,
Streptomyces ruber,0,1,0,,,,,,,,
Streptomyces vietnamensis,0,1,1,,,,,,,,
Streptomyces radiopugnans,1,1,0,,,,,,,,
Streptomyces auratus,0,1,0,,,,,,,,
Streptomyces rubidus,0,1,0,,,,,,,,
Streptomyces paucisporeus,0,1,0,,,,,,,,
Streptomyces guanduensis,0,1,0,,,,,,,,
Streptomyces yeochonensis,,,,2,0,0,0,0,0,0,0
Streptomyces glauciniger,0,1,0,,,,,,,,
Streptomyces jietaisiensis,1,1,0,,,,,,,,
Streptomyces koyangensis,0,1,0,2,0,0,0,0,0,0,0
Streptomyces drozdowiczii,0,1,0,,,,,,,,
Streptomyces seoulensis,0,1,0,,,,,,,,
Streptomyces turgidiscabies,0,1,0,,,,,,,,
Streptomyces stelliscabiei,0,1,0,,,,,,,,
Streptomyces europaeiscabiei,0,1,0,,,,,,,,
Streptomyces monomycini,0,1,0,,,,,,,,
Streptomyces yunnanensis,1,1,0,,,,,,,,
Streptomyces bungoensis,0,1,0,,,,,,,,
Streptomyces malaysiensis,0,1,0,,,,,,,,
Streptomyces violaceoruber,0,1,0,,,,,,,,
Streptomyces mutomycini,0,1,0,,,,,,,,
Streptomyces laurentii,0,1,1,,,,,,,,
Streptomyces pluripotens,0,1,0,,,,,,,,
Streptomyces barkulensis,0,1,0,,,,,,,,
Streptomyces aidingensis,0,1,0,,,,,,,,
Streptomyces wuyuanensis,0,1,0,2,0,0,0,0,0,0,0
Streptomyces abyssalis,0,1,0,,,,,,,,
Streptomyces qinglanensis,0,1,0,,,,,,,,
Streptomyces shenzhenensis,0,1,0,,,,,,,,
Streptomyces indicus,0,1,0,,,,,,,,
Streptomyces caeruleatus,1,1,0,,,,,,,,
Streptomyces iranensis,0,1,0,2,0,0,0,0,0,0,0
Streptomyces milbemycinicus,0,1,0,,,,,,,,
Streptomyces ascomycinicus,0,1,0,,,,,,,,
Streptomyces xinghaiensis,0,1,0,2,0,0,0,0,0,0,0
Streptomyces silaceus,0,1,0,,,,,,,,
Streptomyces atriruber,0,1,0,,,,,,,,
Streptomyces avicenniae,0,1,0,,,,,,,,
Streptomyces alni,0,1,0,,,,,,,,
Streptomyces niveus,0,1,0,,,,,,,,
Streptomyces specialis,0,1,0,,,,,,,,
Streptomyces rapamycinicus,0,1,0,,,,,,,,
Streptomyces himastatinicus,0,0,1,,,,,,,,
Streptomyces zinciresistens,1,0,0,,,,,,,,
Streptomyces pini,0,1,0,,,,,,,,
Streptomyces spongiicola,0,1,0,2,0,0,0,0,0,0,0
Streptomyces nanshensis,0,1,0,,,,,,,,
Streptomyces hyaluromycini,0,1,0,,,,,,,,
Streptomyces humi,0,1,0,,,,,,,,
Streptomyces yangpuensis,0,1,0,,,,,,,,
Streptomyces lushanensis,0,1,0,,,,,,,,
Streptomyces davaonensis,0,1,0,,,,,,,,
Streptomyces geranii,0,1,0,,,,,,,,
Lutispora thermophila,,,,0,2,0,0,0,0,0,0
Alloiococcus otitis,0,0,1,,,,,,,,
Ornithinicoccus hortensis,0,1,0,,,,,,,,
Promicromonospora kroppenstedtii,0,1,0,,,,,,,,
Promicromonospora sukumoe,0,1,0,,,,,,,,
Pueribacillus theae,0,1,0,,,,,,,,
Syntrophobotulus glycolicus,0,1,0,,,,,,,,
Croceivirga radicis,,,,2,0,0,0,0,0,0,0
Leucothrix arctica,0,1,0,,,,,,,,
Leucothrix pacifica,1,0,0,,,,,,,,
Acuticoccus kandeliae,0,1,0,,,,,,,,
Acuticoccus yangtzensis,0,1,0,,,,,,,,
Adhaeribacter aerolatus,0,1,0,,,,,,,,
Adhaeribacter aquaticus,0,1,0,,,,,,,,
Aestuariimicrobium kwangyangense,0,1,0,2,0,0,0,0,0,0,0
Fretibacterium fastidiosum,0,1,0,0,2,0,0,0,0,0,0
Achromobacter marplatensis,0,1,0,,,,,,,,
Achromobacter insuavis,0,1,0,,,,,,,,
Achromobacter dolens,0,1,0,,,,,,,,
Achromobacter pulmonis,0,1,1,,,,,,,,
Achromobacter mucicolens,0,1,0,,,,,,,,
Achromobacter spanius,0,1,0,,,,,,,,
Achromobacter insolitus,0,1,0,,,,,,,,
Achromobacter piechaudii,0,1,0,,,,,,,,
Achromobacter denitrificans,0,1,0,,,,,,,,
Achromobacter ruhlandii,1,1,0,,,,,,,,
Glaciimonas alpina,1,1,0,,,,,,,,
Haloplanus natans,0,1,1,,,,,,,,
Cardiobacterium valvarum,0,0,1,0,0,0,0,0,0,2,0
Cardiobacterium hominis,0,1,0,,,,,,,,
Glaciihabitans tibetensis,1,0,0,,,,,,,,
Dactylosporangium aurantiacum,0,1,0,,,,,,,,
Streptobacillus notomytis,0,1,0,,,,,,,,
Streptobacillus felis,0,1,0,,,,,,,,
Streptobacillus moniliformis,0,1,0,,,,,,,,
Halopiger goleimassiliensis,0,0,1,,,,,,,,
Halopiger xanaduensis,0,1,1,,,,,,,,
Methanothrix thermoacetophila,0,1,0,,,,,,,,
Kriegella aquimaris,1,1,1,,,,,,,,
Ureibacillus thermosphaericus,0,1,1,,,,,,,,
Azotobacter chroococcum,0,1,0,,,,,,,,
Azotobacter beijerinckii,0,1,0,,,,,,,,
Acetatifactor muris,0,1,0,,,,,,,,
Viridibacillus arvi,0,1,1,,,,,,,,
Perlucidibaca aquatica,0,1,0,2,0,0,0,0,0,0,0
Perlucidibaca piscinae,0,1,0,,,,,,,,
Coprobacter secundus,0,1,0,,,,,,,,
Coprobacter fastidiosus,,,,0,2,0,0,0,0,0,0
Granulicoccus phenolivorans,0,1,1,,,,,,,,
Isosphaera pallida,1,1,0,,,,,,,,
Immundisolibacter cernigliae,0,1,0,,,,,,,,
Levilinea saccharolytica,0,1,0,0,2,0,0,0,0,0,0
Ulvibacter litoralis,0,1,0,,,,,,,,
Ulvibacter litoralis,,,,1,0,1,0,0,0,0,0
Thiobacillus thioparus,0,1,0,,,,,,,,
Thiobacillus denitrificans,0,1,0,,,,,,,,
Syntrophus gentianae,0,1,0,,,,,,,,
Nitrobacter winogradskyi,1,1,1,,,,,,,,
Halioglobus japonicus,1,1,0,,,,,,,,
Inquilinus limosus,0,1,0,,,,,,,,
Undibacterium pigrum,1,1,0,2,0,0,0,0,0,0,0
Duganella sacchari,0,1,0,,,,,,,,
Duganella zoogloeoides,0,1,0,,,,,,,,
Duganella phyllosphaerae,0,1,0,,,,,,,,
Marinibacterium profundimaris,0,1,0,,,,,,,,
Brachyspira innocens,0,1,0,,,,,,,,
Mitsuaria noduli,0,1,0,,,,,,,,
Mitsuaria chitosanitabida,0,1,0,,,,,,,,
Rhodoblastus sphagnicola,0,1,0,0,2,0,0,0,0,1,0
Rhodoblastus acidophilus,1,1,0,,,,,,,,
Rubinisphaera brasiliensis,1,1,0,,,,,,,,
Myxococcus fulvus,0,1,0,,,,,,,,
Myxococcus stipitatus,0,1,0,,,,,,,,
Calderihabitans maritimus,,,,0,2,0,0,0,0,0,0
Actinophytocola xanthii,0,1,0,,,,,,,,
Actinophytocola xinjiangensis,0,1,0,,,,,,,,
Piscicoccus intestinalis,1,1,0,,,,,,,,
Cnuibacter physcomitrellae,0,1,0,,,,,,,,
Aliivibrio sifiae,0,1,0,,,,,,,,
Aliivibrio wodanis,1,1,0,,,,,,,,
Aliivibrio salmonicida,1,0,0,,,,,,,,
Aliivibrio logei,1,0,0,,,,,,,,
Aliivibrio fischeri,1,0,0,,,,,,,,
Tetrasphaera jenkinsii,0,1,0,,,,,,,,
Tetrasphaera japonica,0,1,0,,,,,,,,
Tetrasphaera australiensis,0,1,0,,,,,,,,
Bergeriella denitrificans,0,1,0,,,,,,,,
Zhengella mangrovi,0,1,0,,,,,,,,
Ammonifex degensii,0,0,1,,,,,,,,
Thiomicrospira microaerophila,,,,0,0,1,0,0,0,1,0
Thiomicrospira cyclica,0,1,0,,,,,,,,
Chimaeribacter californicus,0,1,1,,,,,,,,
Prauserella rugosa,0,1,0,,,,,,,,
Haloterrigena turkmenica,0,1,0,,,,,,,,
Janibacter hoylei,0,1,0,,,,,,,,
Janibacter corallicola,0,1,0,,,,,,,,
Janibacter anophelis,0,1,0,,,,,,,,
Janibacter melonis,0,1,0,3,0,0,0,0,0,0,0
Janibacter limosus,0,1,0,,,,,,,,
Psychroflexus salarius,0,1,0,,,,,,,,
Psychroflexus sediminis,0,1,0,,,,,,,,
Psychroflexus halocasei,0,1,0,2,0,0,0,0,0,0,0
Psychroflexus tropicus,0,1,0,,,,,,,,
Psychroflexus gondwanensis,0,1,0,,,,,,,,
Natronococcus jeotgali,0,1,1,,,,,,,,
Natronococcus amylolyticus,0,1,0,,,,,,,,
Natronococcus occultus,0,1,0,,,,,,,,
Rhodohalobacter halophilus,0,1,0,0,0,0,0,0,2,0,0
Desulfovibrio legallii,0,1,0,0,2,0,0,0,0,0,0
Desulfovibrio zosterae,0,1,0,,,,,,,,
Desulfovibrio vulgaris,0,1,0,0,2,0,0,0,0,0,0
Desulfovibrio desulfuricans,,,,0,2,0,0,0,0,0,0
Desulfovibrio piger,0,1,0,,,,,,,,
Caloranaerobacter azorensis,0,0,1,,,,,,,,
Jiangella muralis,,,,2,0,0,0,0,0,0,0
Jiangella alba,0,1,0,,,,,,,,
Jiangella alkaliphila,0,1,0,2,0,0,0,0,0,0,0
Jiangella gansuensis,0,1,0,2,0,0,0,0,0,0,0
Parageobacillus caldoxylosilyticus,0,0,1,,,,,,,,
Parageobacillus thermantarcticus,0,0,1,,,,,,,,
Parageobacillus thermoglucosidasius,0,1,1,1,0,0,0,0,1,0,0
Leucobacter triazinivorans,0,1,0,,,,,,,,
Leucobacter salsicius,0,1,0,,,,,,,,
Leucobacter chironomi,0,1,0,,,,,,,,
Leucobacter komagatae,0,1,0,,,,,,,,
Fibrisoma montanum,0,1,0,,,,,,,,
Fibrisoma limi,0,1,0,,,,,,,,
Anaerocolumna jejuensis,0,1,0,0,3,0,0,0,0,0,0
Anaerocolumna xylanovorans,0,1,0,,,,,,,,
Anaerocolumna aminovalerica,0,1,0,,,,,,,,
Lachnobacterium bovis,0,1,0,,,,,,,,
Crocinitomix algicola,1,1,1,1,0,1,0,0,0,0,0
Crocinitomix catalasitica,0,1,0,,,,,,,,
Microscilla marina,0,1,0,,,,,,,,
Longibacter salinarum,0,1,0,,,,,,,,
Dielma fastidiosa,0,0,1,,,,,,,,
Rickettsia tamurae,0,1,0,,,,,,,,
Salegentibacter flavus,,,,,,,,,,,
Salegentibacter salinarum,,,,3,0,0,0,0,0,0,0
Salegentibacter salarius,0,1,0,2,0,0,0,0,0,0,0
Salegentibacter agarivorans,0,1,0,2,0,0,0,0,0,0,0
Salegentibacter mishustinae,0,1,0,,,,,,,,
Salegentibacter flavus,1,1,0,,,,,,,,
Salegentibacter salegens,0,1,0,,,,,,,,
Acidomonas methanolica,0,1,0,,,,,,,,
Rhodovulum steppense,0,1,0,1,1,0,0,0,0,0,0
Rhodovulum kholense,,,,1,0,0,1,0,1,0,0
Rhodovulum visakhapatnamense,0,1,0,,,,,,,,
Rhodovulum imhoffii,0,1,0,0,1,0,0,0,1,0,0
Rhodovulum marinum,0,1,0,0,2,0,0,0,0,0,0
Rhodovulum sulfidophilum,0,1,0,,,,,,,,
Stella vacuolata,0,1,0,,,,,,,,
Stella humosa,0,1,0,,,,,,,,
Cryobacterium zongtaii,1,1,0,,,,,,,,
Cryobacterium levicorallinum,1,0,0,,,,,,,,
Cryobacterium flavum,1,0,0,,,,,,,,
Cryobacterium luteum,1,0,0,,,,,,,,
Cryobacterium arcticum,1,0,0,,,,,,,,
Cryobacterium roopkundense,1,0,0,2,0,0,0,0,0,0,0
Cryobacterium psychrotolerans,1,0,0,,,,,,,,
Thermosulfidibacter takaii,,,,0,2,0,0,0,0,0,0
Prosthecomicrobium hirschii,0,1,0,,,,,,,,
Stenotrophomonas bentonitica,0,1,0,,,,,,,,
Stenotrophomonas daejeonensis,1,1,1,3,0,0,0,0,0,0,0
Stenotrophomonas indicatrix,0,1,0,,,,,,,,
Stenotrophomonas pavanii,0,1,1,,,,,,,,
Stenotrophomonas ginsengisoli,0,1,0,2,0,0,0,0,0,0,0
Stenotrophomonas chelatiphaga,1,1,1,,,,,,,,
Stenotrophomonas terrae,0,1,0,,,,,,,,
Stenotrophomonas humi,0,1,0,,,,,,,,
Stenotrophomonas koreensis,0,1,0,2,0,0,0,0,0,0,0
Stenotrophomonas rhizophila,0,1,0,,,,,,,,
Stenotrophomonas acidaminiphila,0,1,0,,,,,,,,
Stenotrophomonas nitritireducens,0,1,0,,,,,,,,
Stenotrophomonas maltophilia,0,1,0,,,,,,,,
Stenotrophomonas pictorum,0,1,1,,,,,,,,
Stenotrophomonas panacihumi,1,1,1,,,,,,,,
Stenotrophomonas lactitubi,0,1,0,,,,,,,,
Brevundimonas abyssalis,0,1,0,,,,,,,,
Brevundimonas viscosa,1,0,0,,,,,,,,
Brevundimonas naejangsanensis,0,1,0,,,,,,,,
Brevundimonas aveniformis,0,1,0,1,0,0,0,1,0,0,0
Brevundimonas mediterranea,0,1,0,,,,,,,,
Brevundimonas nasdae,0,1,0,,,,,,,,
Brevundimonas bullata,1,1,0,,,,,,,,
Brevundimonas variabilis,0,1,0,,,,,,,,
Brevundimonas subvibrioides,0,1,0,,,,,,,,
Brevundimonas intermedia,0,1,0,,,,,,,,
Brevundimonas bacteroides,0,1,0,,,,,,,,
Brevundimonas vesicularis,0,1,0,,,,,,,,
Brevundimonas vesicularis,0,1,0,,,,,,,,
Brevundimonas diminuta,0,1,0,,,,,,,,
Pseudoscardovia suis,,,,0,2,0,0,0,0,0,0
Nakamurella flava,0,1,0,,,,,,,,
Nakamurella lactea,0,1,0,2,0,0,0,0,0,0,0
Nakamurella multipartita,0,1,0,,,,,,,,
Rheinheimera salexigens,0,1,0,,,,,,,,
Rheinheimera nanhaiensis,0,1,1,,,,,,,,
Rheinheimera aquimaris,0,1,0,2,0,0,0,0,0,0,0
Rheinheimera pacifica,0,1,0,,,,,,,,
Rheinheimera baltica,0,1,0,,,,,,,,
Fastidiosipila sanguinis,1,1,0,1,2,0,0,0,0,2,0
Marinactinospora thermotolerans,0,1,0,,,,,,,,
Caldimicrobium thiodismutans,0,1,0,,,,,,,,
Rubrobacter indicoceani,0,0,1,,,,,,,,
Rubrobacter aplysinae,0,0,1,,,,,,,,
Rubrobacter xylanophilus,0,1,0,,,,,,,,
Rubrobacter radiotolerans,0,0,1,,,,,,,,
Pauljensenia hongkongensis,0,1,0,0,2,0,0,0,0,0,0
Pseudorhizobium pelagicum,0,1,0,,,,,,,,
Roseisalinus antarcticus,0,1,0,,,,,,,,
Aerococcus suis,0,1,0,1,0,0,0,0,1,2,0
Aerococcus christensenii,0,1,0,0,1,0,0,0,1,2,0
Aerococcus urinaehominis,0,1,0,0,0,0,0,0,1,2,0
Aerococcus sanguinicola,0,1,0,,,,,,,,
Aerococcus urinae,0,1,0,,,,,,,,
Aerococcus urinaeequi,0,1,0,0,0,0,0,0,1,1,0
Aerococcus viridans,0,1,0,,,,,,,,
Deinococcus phoenicis,0,1,0,,,,,,,,
Deinococcus wulumuqiensis,0,1,0,,,,,,,,
Deinococcus reticulitermitis,0,1,0,,,,,,,,
Deinococcus aerius,0,1,0,,,,,,,,
Deinococcus gobiensis,0,1,0,,,,,,,,
Deinococcus aquatilis,0,1,0,2,0,0,0,0,0,0,0
Deinococcus misasensis,0,1,0,,,,,,,,
Deinococcus peraridilitoris,0,1,0,2,0,0,0,0,0,0,0
Deinococcus ficus,0,1,0,2,0,0,0,0,0,0,0
Deinococcus pimensis,0,1,0,,,,,,,,
Deinococcus marmoris,0,1,0,,,,,,,,
Deinococcus frigens,1,0,0,,,,,,,,
Deinococcus indicus,0,1,0,,,,,,,,
Deinococcus murrayi,0,1,0,,,,,,,,
Deinococcus geothermalis,0,1,1,,,,,,,,
Deinococcus radiodurans,0,1,0,,,,,,,,
Deinococcus proteolyticus,0,1,0,,,,,,,,
Deinococcus grandis,0,1,0,,,,,,,,
Deinococcus irradiatisoli,0,1,0,2,0,0,0,0,0,0,0
Bermanella marisrubri,1,1,1,2,0,0,0,0,0,0,0
Chloroflexus islandicus,0,1,0,1,1,0,0,0,0,0,0
Chloroflexus aggregans,0,0,1,,,,,,,,
Chloroflexus aurantiacus,0,0,1,,,,,,,,
Alkalicoccus saliphilus,0,1,0,1,0,1,0,0,0,0,0
Kaistia algarum,0,1,0,,,,,,,,
Kaistia soli,0,1,0,,,,,,,,
Kaistia granuli,0,1,0,2,0,0,0,0,0,0,0
Kaistia adipata,1,1,0,,,,,,,,
Haemophilus haemolyticus,0,1,0,,,,,,,,
Haemophilus sputorum,0,1,0,,,,,,,,
Haemophilus paraphrohaemolyticus,0,1,0,,,,,,,,
Haemophilus paracuniculus,0,1,0,,,,,,,,
Haemophilus aegyptius,0,1,0,1,0,0,0,0,0,2,0
Haemophilus pittmaniae,0,1,0,,,,,,,,
Haemophilus parahaemolyticus,0,1,0,,,,,,,,
Haemophilus parainfluenzae,0,1,0,0,0,0,0,0,0,3,0
Haemophilus influenzae,0,1,0,,,,,,,,
Haemophilus massiliensis,0,1,0,,,,,,,,
Pluralibacter pyrinus,0,1,0,,,,,,,,
Pluralibacter gergoviae,0,1,0,,,,,,,,
Delftia lacustris,0,1,0,,,,,,,,
Delftia tsuruhatensis,0,1,0,,,,,,,,
Delftia acidovorans,0,1,0,,,,,,,,
Hasllibacter halocynthiae,0,1,0,,,,,,,,
Verminephrobacter aporrectodeae,0,1,1,,,,,,,,
Halostagnicola larsenii,0,1,0,,,,,,,,
Staphylothermus hellenicus,,,,0,1,0,1,0,0,0,0
Microtetraspora fusca,0,1,0,,,,,,,,
Microtetraspora niveoalba,0,1,0,,,,,,,,
Microtetraspora glauca,0,1,0,,,,,,,,
Polymorphospora rubra,0,1,0,2,0,0,0,0,0,0,0
Tessaracoccus flavus,0,1,0,,,,,,,,
Tessaracoccus rhinocerotis,0,1,0,,,,,,,,
Tessaracoccus lapidicaptus,0,1,0,,,,,,,,
Tessaracoccus flavescens,,,,1,0,0,0,0,1,0,0
Tessaracoccus bendigoensis,0,1,0,,,,,,,,
Faecalibacterium prausnitzii,0,1,0,,,,,,,,
Pseudohoeflea suaedae,0,1,0,2,0,0,0,0,0,0,0
Pseudescherichia vulneris,0,1,0,,,,,,,,
Gottschalkia purinilytica,0,1,0,0,1,0,1,0,0,0,0
Gottschalkia acidurici,0,1,0,0,1,0,1,0,0,0,0
Clostridium puniceum,0,1,0,,,,,,,,
Clostridium perfringens,,,,0,2,0,0,0,0,0,0
Clostridium pasteurianum,0,1,0,0,2,0,0,0,0,0,0
Clostridium paraputrificum,0,1,1,0,2,0,0,0,0,0,0
Clostridium magnum,0,1,0,,,,,,,,
Clostridium formicaceticum,0,1,0,,,,,,,,
Clostridium fallax,0,1,0,,,,,,,,
Clostridium cylindrosporum,0,1,0,,,,,,,,
Clostridium cochlearium,0,1,0,0,2,0,0,0,0,0,0
Clostridium cellulovorans,0,1,0,0,1,0,1,0,0,0,0
Clostridium celatum,0,1,0,,,,,,,,
Clostridium cadaveris,0,1,0,0,2,0,0,0,0,0,0
Clostridium butyricum,0,1,0,,,,,,,,
Clostridium beijerinckii,0,1,0,,,,,,,,
Clostridium baratii,0,1,0,,,,,,,,
Clostridium aurantibutyricum,0,1,0,,,,,,,,
Clostridium acetobutylicum,0,1,0,0,2,0,0,0,0,0,0
Clostridium aceticum,0,1,0,,,,,,,,
Clostridium grantii,1,0,0,,,,,,,,
Clostridium septicum,,,,0,2,0,0,0,0,0,0
Clostridium homopropionicum,0,1,0,,,,,,,,
Clostridium novyi,0,1,0,0,2,0,0,0,0,0,0
Clostridium haemolyticum,0,1,0,,,,,,,,
Clostridium disporicum,0,1,0,0,2,0,0,0,0,0,0
Clostridium tyrobutyricum,,,,0,2,0,0,0,0,0,0
Clostridium tetanomorphum,0,1,0,,,,,,,,
Clostridium scatologenes,0,1,0,,,,,,,,
Clostridium sartagoforme,0,1,0,,,,,,,,
Clostridium sardiniense,0,1,0,,,,,,,,
Clostridium oryzae,0,1,0,,,,,,,,
Clostridium bornimense,0,1,0,0,2,0,0,0,0,0,0
Clostridium senegalense,0,1,0,,,,,,,,
Clostridium arbusti,,,,0,2,0,0,0,0,0,0
Clostridium hydrogeniformans,0,1,0,0,1,0,0,0,1,0,0
Clostridium cavendishii,0,1,0,0,2,0,0,0,1,0,0
Clostridium sulfidigenes,0,1,1,0,2,0,0,0,0,0,0
Clostridium amylolyticum,1,0,0,0,3,0,0,0,0,0,0
Clostridium tepidiprofundi,0,1,0,0,2,0,0,0,0,0,0
Clostridium drakei,,,,0,1,0,1,0,0,0,0
Clostridium lundense,1,1,0,0,3,0,0,0,0,0,0
Clostridium colicanis,,,,0,2,0,0,0,0,0,0
Clostridium carboxidivorans,0,1,0,0,2,0,0,0,0,0,0
Clostridium algidicarnis,0,1,0,,,,,,,,
Clostridium neonatale,0,1,0,,,,,,,,
Hydrogenophaga crassostreae,0,1,0,,,,,,,,
Hydrogenophaga intermedia,0,1,0,,,,,,,,
Hydrogenophaga taeniospiralis,0,1,0,,,,,,,,
Hydrogenophaga pseudoflava,0,1,1,,,,,,,,
Hydrogenophaga palleronii,0,1,1,,,,,,,,
Hydrogenophaga flava,0,1,0,,,,,,,,
Neptunomonas phycophila,0,1,0,,,,,,,,
Neptunomonas antarctica,0,1,0,,,,,,,,
Neptunomonas japonica,1,0,0,,,,,,,,
Geofilum rhodophaeum,1,1,0,1,0,0,0,0,1,0,0
Geofilum rubicundum,0,1,0,,,,,,,,
Kordia zhangzhouensis,0,1,0,,,,,,,,
Kordia algicida,1,0,0,1,0,1,0,0,0,0,0
Neisseria oralis,0,1,0,,,,,,,,
Neisseria wadsworthii,,,,0,0,0,0,0,1,1,0
Neisseria shayeganii,0,1,0,1,0,0,0,0,1,1,0
Neisseria zoodegmatis,0,1,0,,,,,,,,
Neisseria animaloris,1,1,0,,,,,,,,
Neisseria bacilliformis,1,1,0,0,0,0,0,0,0,2,0
Neisseria dentiae,0,1,0,,,,,,,,
Neisseria polysaccharea,0,1,0,0,0,0,0,0,0,2,0
Neisseria macacae,0,1,0,,,,,,,,
Neisseria perflava,0,1,0,,,,,,,,
Neisseria canis,0,1,0,,,,,,,,
Neisseria sicca,0,1,0,0,0,0,0,0,0,2,0
Neisseria elongata,0,1,0,,,,,,,,
Neisseria weaveri,0,1,0,,,,,,,,
Neisseria flavescens,0,1,0,,,,,,,,
Neisseria subflava,0,1,0,,,,,,,,
Neisseria meningitidis,0,1,0,,,,,,,,
Neisseria gonorrhoeae,0,1,0,0,0,0,0,0,0,2,0
Neisseria mucosa,0,1,0,,,,,,,,
Neisseria lactamica,0,1,0,,,,,,,,
Neisseria cinerea,0,1,0,,,,,,,,
Neisseria arctica,0,1,0,,,,,,,,
Chrysiogenes arsenatis,1,1,0,,,,,,,,
